text,num1_poltics,num2_poltics,num3_poltics
民進黨也有貪污... 臺南市政府底下的局長不就？,0,-1,0
柯侯配。。。不然我也投不下。。。國民黨這些年真的太差了,0,0,-1
你可以自己滾啊,0,0,0
"天阿, 也太剛好, 真的是天意阿 😂 媒體不幫老天爺幫, 112一定上凱道支援阿北, 2024唯一支持柯文哲",1,0,0
陳揮文，你應該都沒看民進黨市議員質詢柯文哲，那才叫羞辱,-,-,0
阿北當總統，臺灣才有美好的未來❤,1,0,0
"我不敢想像，賀錦麗在競選副總統，有人會問她這種問題。😅
記者先生小姐，請加油好嗎？",0,0,0
"這次錯過柯文哲，臺灣還得等多久，才能再出現一位政治家?
這一次，靠年輕人了！",-,0,0
"謝謝阿北身邊的幕僚人員，辛苦你們了！
我們會堅定支持阿北，加油🎉🎉🎉",1,0,0
其實都有講，但媒體被把持的結果就是大家以為他都沒講,0,0,0
"徐巧芯 遊淑慧 你們都不及這兩位女性,不會因為是同黨同志而不敢譴責,鄙視妳們兩位",0,0,0
原來某些預言中的東方有聖人要出世，看來所言不虛！當然不會只有一個聖人，會有好幾個🎉,0,0,0
你知我知，大家知，別說太多等等他們又要亂告人了,0,0,0
陳智菡身為一個幕僚，整檔節目都柯文哲柯文哲的喊話，這種沒大沒小、在職場沒有從屬概念的人，講起話來不管多委婉，都讓人覺得她是在自傲什麼？！,-1,0,0
臺灣人不接受？我非常接受。我是臺灣人。 你知道臺灣有多少新住民嗎？不是隻有大陸人，越南，馬來西亞人都有，他們和你一樣都有身分證都是臺灣人。不要心胸陜小。以前仇恨外省人，現在要搞仇恨新住民嗎？臺灣人已經少子化，已經到了國安危機的地步。這些新住民肯來臺灣住，有生孩子的幫臺灣增產報國，他們有工作的也和你一樣報稅，國家政府如果財稅收入不夠能撐得下去嗎？再請問你，現在那一條法令陸配不可以當立委？人家都住了30年早拿到身分證。,-,0,0
賴太沒品了。不虧LIE 神。,0,-1,0
我欣賞侯。韓也在隊伍中了。,0,0,1
魔芋爽螺絲粉 都敢吃了，更厲害,0,0,0
好想知道有瑕疵的民調是哪幾家,0,0,0
拜託年輕人一定要投票！！！！！！,1,0,0
"我一定會投柯P,雖然我的這一票就像海灘上的一顆小沙子,但是也要盡一渺小的力量,希望臺灣更美好.",1,0,0
對我來說，我只從候選人對有意侵略我國的國家的態度來決定，所以即便我很不滿該組候選人的能源政策和一些鳥事，但是因為我不想變成另一國的人，只能投那組候選人。,0,0,0
副王爺千歲,0,0,0
"那兩個是走錯棚了嗎？
12/30才辯論會啊！",0,0,0
給你個思路吧，你覺得如果李毅的這種論述成爲了中國的主流觀點，對你們臺灣是更好還是更不好,0,0,0
有蛋吃更好,0,0,0
就讓國民黨16年不要執政也好 趕快解散 不要在硬撐了 都變成百年爛黨了,0,0,-1
白粉吸多了，跟柯布林王一樣，講話都不用負責,-1,0,0
如果藍綠兩個政黨都一樣爛 那綠下藍上並不會有政黨輪替的功用 國民黨雖然執政縣市多 立委也多 但是想想民進黨之前不也是狹持龐大人數搞獨裁之事 那換成國民黨幹會有差嗎？ 還敢投藍綠啊？,0,-1,-1
我是香港人雖然沒有票，但我祝福侯康配當選，因為他們做人做事都很靠譜，相信他們當選後會真正為臺灣人的福祉。。我一位在香港的臺灣朋友，已嫁來香港26年了，她明天也為了回臺灣投票 和3個子女放下香港的工作，他們4票全投侯友宜。。。,0,0,1
請問她哪次不哽咽？果然是令人尊敬的演員,0,0,0
@k 其實，民族意識對我沒那麼重要，我只知道人直，別太貪，眼中要有同胞國民福祇這就夠了！,0,0,0
好啊。老子在等。幾時啊？別讓我等太久喔…… 哈哈,0,0,0
肌肉腦啊🤣🤣,0,0,0
黃暐瀚閉嘴啦 你是有下賭盤是不是！,0,0,-1
+1,0,0,0
那就不要合作，各自努力。,0,0,0
"這些年輕人不行啊
出一張嘴，又不會真的回鄉投票
這樣害賴導沒面子耶",-,0,0
聽他講話很累,0,0,0
老侯的國語發音不是很標準,0,0,0
侯房東就是要推行侯康貸啊！ 學貸+房貣不好嗎？,0,0,-
「以暴不能止暴」但是必須還受害者一個公道，未成年犯罪已經被拿來利用了，這是必須修法的,0,0,0
"那國民黨92共識是什麼東西
同為老狗也不是玩不出新把戲?

國民黨除了92共識
民進黨除了抗中保臺 
國民兩黨還能幹嘛?
不要跟我說你國民黨敢提聯合政府團結團臺灣",0,-,-1
"我很仔細聽
怎麼都沒聽到支持者喊凍蒜喊得很熱情??",0,0,0
"除了賴皮寮
大家來呼籲賴皮退選!",0,-1,0
世聰講得太過了。拜登又不ㄧ定會選上，王毅先去幫習鋪路訪問有用嗎？應有其它議題要談，吳子嘉也在瞎扯，拜登未選上之前，中國就這麼明確表態想跟拜登合作，談臺海問題，如得罪另一方呢？任何國家外交，都不會這麼明確的表態談敏感議題。除非是緊急事情，需要當前政府溝通處理才是。,0,0,0
侯老3快來來做侯33😂,0,0,-1
原來在臺灣也是有黨媒阿,0,0,0
"街頭民調中 在這幾年下來預測成功率100%的木炭民調 
第二波環島民調 這兩天去的 南投 苗栗 新竹 都是侯第三
所以我也是不信輸了大半年的猴猴 會在這一兩周瞬間飆高 甚至追上賴
其實理性的去思考就會發現 最近的民調真的完全不合理
國民黨基本上還是靠韓  但韓粉蠻多都表態挺柯 猴猴又在君悅洗臉郭
連原本國民黨的韓粉票 和郭的深藍票 都沒了  怎麼可能民調還會接近賴呢?
所以最近傳統民調一直被說假民調不是沒道理的",-,0,-1
"我倒沒有這麼悲觀，我就是你所謂的中老年人。
意識形態在怎麼根深蒂固，老百姓還是有思考能力，臺灣要改變的是文化
不是換一個總統就百病全消萬國來朝
更別以為幾十年解決不了的問題可以八年解決
我身邊的很多朋友都觀察到這現象",0,-,0
有問題就是有問題那一個年份有差？？建物權狀拿出來就好了啊 到底在賴皮啥？？？,0,-1,0
臺灣的問題是低薪 去過美國才知道什麼叫恐怖的物價,0,0,0
問你親愛的賴皮演夠沒啊,0,-1,0
侯友誼居然把郭退選的事說出來，這真的一點互信都沒。,0,0,-1
如果不脫離中國市場只有死路一條,0,0,0
國民黨的參選人真正應了那句成語“沐猴而冠”😅😅😅😅😅😅😅😅😅,0,0,-1
精彩🎉,0,0,0
我被叫1450也沒領錢 桑心,0,-1,0
"賴辦發言表態力挺五月天
侯辦表示無益兩岸關係
柯在政見發表會也表示若屬實將嚴厲譴責
這和周子瑜事件蠻像的，不過我是難以理解為什麼這種一定助選民進黨的行為中國方面用幾次發現不靈以後還要一用再用
這事件使得兩岸對立激起大家抗中保臺最大受益方一定是民進黨，而好油案這種自導自演的事件也屢見不鮮了
所以不如等等看就好，反正還剩十多天到最後五月天有沒有親中，有沒有假唱或是真唱，有沒有被中國方面封殺，潮水退去才知道誰沒有穿褲子",0,-,0
❤ 許多日本 韓國 美國 越南人會帶著他們的父母 祖父母來臺灣……都是因為陸客稱讚臺灣最美的是人。所以還是中國人最瞭解臺灣人！侯友宜要繼續開放陸客陸生，臺灣的民主肯定會讓這些人帶回大陸去，也解救了中共軍機航母包圍臺灣的危機！,0,0,1
因為平常都是每天罵別人,0,0,0
利益輸送官商勾結已是民進黨政府日常,0,-1,0
最近國民黨舔共? 聽你胡說八道! 難道你也被綠媒洗腦?,0,0,1
羽珍，主持小場很好，但是，大型場子仍有待加強。,0,0,0
國民黨再當亂吵秀下限，可能又被柯超越了！,-,0,-1
◇ 下 架 貪 腐 ◇ 舉 國 歡 騰 ◇,0,0,0
如果賴清德能來受訪，應該主持人應該會客氣到不要不要 ＸＤ,0,-,0
😂,0,0,0
817選民,0,0,0
不然請問吳欣盈在會議發言了嗎？會議中有誰認識她?不是去旅遊不然是什麼?,-,0,0
"敢問您是同志？
還是鹹風黃帝？",0,0,0
中夭殯儀館,0,0,0
現在是選總統不是選政黨,0,0,0
黃婕就是算一個不良少女？,0,0,0
政皓就是越來越強呀…超級超級讚＆棒~加油❤,0,0,0
這羣人造孽是要還的,0,0,0
好的三立 我投柯,1,-,0
阿北應該是個聰明人 現場記者問問題都是故意要挑起他批評他人挖坑給他跳 製造假風聲希望他出錯 要是我我會回聽說聽說你聽誰說的？,1,0,0
粉色問那殺小問題 後面看起來很抖 會怕還問個屁,0,0,0
"小編不錯哦~加上字幕更好看了！
希望全臺灣柯文哲的支持者能夠遍地開花，一起做陸軍，不要小看小草們的力量！

#棄藍綠保臺灣",1,-1,-1
所以要建立一個法治的社會，相信制度不相信人。,0,0,0
等你們國民黨內部搞定，選舉都結束了,0,0,-1
"各位要把身邊不投票的朋友拉出來投票喔
加油",0,0,0
音效用的很好笑，廢哥，我的超人,0,0,0
"哇勒，柯主席從頭到尾都沒變好嗎？大黨說我要＂強姦＂民眾黨，民眾黨說不要。大黨又說那改成＂性侵＂好了，民眾黨還是說不要。那乾脆讓我來＂違反你的性自主＂好了，民眾黨當然還是不要啊！這叫＂變來變去＂？只因為大黨說話大聲，有錢有勢，所以我們不讓強姦就是我們的錯？這樣的世界還有公平正義嗎？
後來看到侯市長的表現，我真的強烈懷疑，他是潛藏的藍皮綠骨，就是來破壞藍白合的。但是就算是如此，我還是相信選民的眼睛是雪亮的，終究會看出這裡面的玄機。",-1,0,-
"評於1：13：13 給國民黨一個小小的建議，請不要再遠距離丟手榴彈了，效果真的很爛。如果是手榴彈，請在選前一天丟；如果是炸彈，請在選前三天丟。記得火藥一定要裝好裝滿。別丟未爆彈嘿！另外，要防民進黨的手榴彈。我雖然對國民黨失望，但我更厭惡冥進黨。
臺灣的良心-文哲心，臺灣的毒瘤-新潮流。",0,-,-1
"評於7：40 買了土地就可以蓋房子了？所以都不用變更地目？你是覺得選民都不懂嗎？隨便唬哢一下就可以過去了嗎？以為我們不懂什麼叫既成違建嗎？既成違建可以修繕嗎？什麼時候改的，可不可以告訴大家一下。果然是Lie神啊！醒醒吧！35％。
臺灣的良心-文哲心，臺灣的毒瘤-新潮流。",0,-1,0
慣老闆訓練出來的，還是慣老闆！就直接「土城找安」啦！,0,0,0
才怪！,0,0,0
你們支持有屁用.國民兩黨有死忠.還是民進當選😂😂,0,-,-
綠共？可憐的傢伙,0,-1,0
Ease of tensions between USA and China  may be due to the export controlled of Ga n Ge by China ?,0,0,0
誰抹紅？跟一羣老粉紅脖子圍著紅領巾唱讚頌毛澤東的紅歌的影片都出來了，還在敵我不分，臺灣人真是不知死活。,0,0,0
"我不反對政黨輪替
臺灣政黨輪替要選對時機，但是，以現階段性來看，全球國際局勢情勢變化詭譎，臺灣確實是非常非常非常不利，也不宜政黨輪替⋯⋯，臺灣未來10年一定要維持現⋯⋯，直到親🀄️政黨政客們完全消失⋯⋯

《不要聰明反被聰明誤》
現實、聰明、又刁鑽ㄟ臺灣人，不要一時的衝動不爽、討厭、不喜歡臺灣目前的維持現狀，2024臺灣大選關鍵時刻提醒🔔就是要《選對的人，走對的路》。
一旦票投選錯人，國會讓親🀄️藍白政黨過半，做出錯誤判斷、決定和選擇，傳達給國際民主國家錯誤的認知訊息和結果，臺灣的國會只有一個字形容就是「亂」，瞬間直接被架空打回原形，臺灣未來的經濟、國防、軍事、外交堪慮、堪憂，接下來的場景🎬，香港🇭🇰模式就會快速在臺灣內部發酵擴散🀄️⋯，大家可以自己去想像一下現在的🀄️國，及香港🇭🇰的現狀、慘狀⋯⋯！",0,-1,0
你有問題嗎？😂,0,0,0
好希望阿伯這次能上,1,0,0
其中一個重點是內容有說到兩個人，有禮貌的人不會故意現場只問一個人卻不問關鍵的人，侯是太故意的嗎？,0,0,0
"笑死人；國民黨會任命黃國昌為司法部長嗎？我跟你賭十萬，你敢嗎？當的上; 我給你十萬；當不上 你給我三萬；
敢約出來 拿出身分證  和 預約見面簽約嗎 ?",-,0,-
"在野第一大黨不必在等了,各走各的路~國民黨大破大立,自己闖自己的格局~選票就讓人民來決定~好壞自己承受~戲看膩了...",0,0,-
"fxxk, 又被詐騙進來！2018年…………",0,-,0
支持阿伯 加油👍,1,0,0
不要合，唯一支持KP!,1,0,0
李尚福秦剛遭撤職 ，將來要是美國要制裁中國官員，不要再嗆了，被美國製裁的官員，中國要好好查查他就對了，要爲這些官員和美國剋，實在是多餘的，美國是爲中國好，還不知足？,0,0,0
他友善提醒您中國翻牆上YouTube是犯法的，罰鍰是4000-6000人民幣，您的帳號跟IP我已經提報給公安了，罰款愉快，請怨恨貴國政府吧，不要再發廢文了，就一中國人還敢上YouTube，貴國政府不準就乖乖跪好吧,0,0,0
國民黨黨工頗有自信但？？？？,0,0,-
不要再說真話了，說真話可是半夜會被火速約談的呦。。。。,0,0,0
我很佩服國民黨，都不知道是怎麼想的，還是他們是希望民進黨連任？怎麼有種奇特的滑稽感,0,-,-
什麼邏輯？,0,0,0
自以為贏了去年九合一就拿翹的老人政黨行程就是跟一堆老頭自嗨到底是在邱什麼🤣,0,0,0
"兩種人最可憐
1.柯P.侯.國民黨，屁股夾緊緊，怕一不小心屁放出來，好歹郭董以前也是國民黨金主
2.年輕人不是都在網路喊“郭爸爸”，別真的等到真老爸被殺被鬥再來喊民主，新疆.西藏.國民黨團.香港都一一擺在前面",-,0,-1
"原來組織部主任不幹民進黨的事情，也就是民進黨是民進黨，不幹新潮流屁事
所以賴清德之前選的不是民進黨黨主席，他也不是代表民進黨選總統
他選的是新潮流派系總統",0,-1,0
"去告啊 一切合法
民進黨現在只會講這句話",0,-1,0
這樣白就算贏了,1,0,0
開場就讓我知道 一定要好好支持柯文哲！,1,0,0
唯一支持清廉勤政的柯文哲！❤❤❤,1,0,0
"拜託,賄選跟金額沒有必然關係,一定還有別的事情",0,0,0
"民眾黨只是沒貪污經驗，
執政不是問題，只要廣納人才
公開公正，執政不是問題。
唯一支持 清廉 認真的 柯文哲❤",1,0,0
"宜蘭鄉親讚！
唯一支持 民眾黨 ❤！",1,0,0
讓趴黨是不到黃河不死心我們就讓他走入歷史吧……不用再怪這怪那的，是自己不爭氣。,0,0,-
希望看到扶龍王在國會質詢柯總統啊,-,0,0
廢話當然不是啊，看看你的國籍叫做中華民國還是臺灣,0,0,0
不懂就不要在這搞笑，你以為礦工過很爽？那房子送你你可能還住不下去,0,1,0
癩的國際觀就是當美國阿公很爽，跟他的醫學畢業生資歷一樣可笑,0,-,0
用力分享，讓更多人聽到理性科學務實，而且溫暖人本的柯文哲,1,0,0
白營趕緊思考2024誰來選新北市長？黃珊珊嗎👍,0,0,0
巧芯可以依志良的要求，就回家生小孩，不用出來選了！,0,0,0
現場的人辛苦了 臺北今天真的天氣不好 侯康加油！！！,0,0,1
我覺得藍白立委合作是對的因為我們要政黨輪替！,0,-1,0
你乾脆說韓總身在曹營心在漢算了！韓國瑜不能代表韓國瑜？！,0,0,-
陳琬惠立委找國民黨立委啦，時代力量不會理你啦,0,0,-
要去,0,0,0
阿北可以放棄權力⋯但請救救民眾黨⋯ 全面提名各地立委 這是最後可以打破臺灣藍綠文化 的唯一方法！,1,-,-
臺灣史上翻轉藍綠的唯一機會。棄藍綠 保臺灣。加油💪,1,-1,-1
我對年輕人還是有信心，還是有希望，上個世紀初的武昌起義、黃花崗起義推翻大清國的都是二十多的年輕人，2014年的太陽花運動，主角也都是年輕人，年輕人也許經驗少一點，但是有最無私奉獻的理想和活力，多給年輕人時間，多跟年輕人溝通，多幫助年輕人，覺醒的年輕人是推動時代前進的巨輪！,-,0,0
秀下限....唉,0,0,0
高度 真的無人能及,0,0,0
"還有我 和我 
家人",0,0,0
"好歐 我投她歐. 

1450好好工作1/13投柯文哲",1,-1,0
記個警告就沒事了,0,0,0
真的很好笑😂😂😂,0,0,0
照你的粗暴邏輯，韓國瑜助選也沒用，因為韓國瑜選舉也落選,0,0,-1
有夢最美，但要不要等柯文哲民調衝上30%再來講這種話？,-,0,0
志豪兄也好優秀!,0,0,0
才兩百多天不進議會 阿難怪2019初選選輸EE 人家700多天不給記者訪問麻 (疑?,0,0,0
候沒有柯免談.,-1,0,0
哈哈你們還好意思笑柯。你們國民黨都變成藍%黨。6% 侯 現在變成16% 黨吧,0,0,-1
猴好想侯子,0,0,-1
你們 國民 及 民眾 兩黨就繼續胡鬧吧。 是當大家都沒在讀書、沒有受過高等教育，聽你們在講一些違反統計學的爭論點。今天兩方都簽了字，就有協商討論釐清的責任義務，而不是翻桌。那是一種不負責任的處理方式及態度，所謂的 理性、務實、科學，在遇到問題及衝突時，這時候有展現出來嗎? 白話不就是說，用理性的態度、務實的手段、科學的理論，來對各樣事情負起責任嗎?  現在的呈現都是滿滿的情緒、自我的手段，對於科學的自我解讀違反統計學原則，你們兩黨到底在做什麼? 跟民進黨用支持者的情緒跟民粹在做事，有什麼不同?,-,-,0
主持人太會插話且無意義的打斷人家的話，以後再也不看這臺了。我支持郭博士，希望聽他多說一點，想不到主持人那麼多廢話。,0,0,0
"期待凱道之夜 
啊館館能重現臺上喊暝禁擋 
臺下萬人喊下臺的超威能榮景 🫶🏼🫶🏼🫶🏼🌱🌱🌱🌱🌱💪🏼💪🏼💪🏼💪🏼🥳🥳🥳🥳🥳",0,0,0
"回到原點看，藍白合會贏是最初就知道的不是嗎？不想合就會有幾百種的局可以搞破壞，可見藍營根本沒有要的想法，只是因為大家在說就做做樣子而已！
反正如果藍軍最後也沒贏選舉，那就等著看那幾個人被鬥爭，可能也不是丟雞蛋那麼簡單吧！",0,0,-1
"範姐不要一直跳針無人機........
無人機如何打沉幹擾登陸船團?!
烏克蘭防守成功靠的不是無人機，反攻遲緩缺的是重裝備
無人機是真很有用但他只是工具的其中一環",0,0,0
不愧是辯論之神阿扁當年最害怕的男人！,0,0,0
阿伯說很重要，這次選舉要讓那些不準亂七八糟的民調通通去吃大便！,1,0,0
謝謝館長,0,0,0
該兩岸合作時合作，軍購時軍購有甚麼問題， 臺北防空洞是柯建設的,1,0,0
他想的絕對是現在而已，如果想很遠，怎麼可能讓50歲以下的支持度掉到幾乎沒有，20年後還不亡黨？這次還跟主流民意對幹。KMT只是想撐過這一次選舉而已，沒有本錢再輸了。,0,0,-1
奇怪，一下說是親戚的一下又兒子的，現在又變成他的了???,0,0,0
是汗子，汗顏的汗。,0,0,0
不是國家你不能來要簽證,0,0,0
"顯然你自認為判斷能力很強, 恭喜你, 每個受騙的都這麼覺得,但不要詆毀其他正常人好嗎?",0,0,0
"王定宇的事, 我相信於北辰將軍講法, 國民黨 李柏毅 只有立場沒有是非 也很沒禮貌一直搶話",0,0,-
"為何年輕人不再支持藍綠了呢 ？ 因為他們執政後都再打假球 !   仁者醫國父母心~ 支持族羣和解共榮 , 藍綠一家親 , 卻又同流合污 , 藍綠選舉都有不光榮的紀錄 , 傾聽民意 , 讓藍綠都成為過去 , 臺灣民眾才有未來 .仁者醫國父母心~相信自己的選""哲"" , 小草挺你 ! 堅守財政紀律.公開透明.不貪污就屌打藍綠了 .2024唯一票投( 1號柯文哲+政黨票投12號民眾黨 ) ! 讓黨意大於民意賴皮寮的綠色立委不過半 ! 莫忘排口罩快篩~擋疫苗~護高端~進萊豬~缺雞蛋之亂.等等靠封存缺德事......",1,-1,-1
單單只高虹安一件對抗12護法民進黨真的沒有素材了。可見得要找民眾黨貪污例子真的太難了何況高虹安還是郭董的人耶😂,-,-,0
那個胖子絕對不是媽寶 每個媽媽都把子女當成心肝寶貝 我也是媽寶我驕傲 當然傷透媽媽的心 逆子不孝子除外 家中出現不是媽寶 唉！是家門不幸,-1,0,0
請國民黨不要汙辱臺灣人智商,0,0,-1
❤😊,0,0,0
817自己選的，投票投爽的，會騙的才有票,0,0,0
210%將軍，讚,0,0,0
你在講什麼吼~,0,0,0
少康先生家在敦南近基隆路，在這附近，不算豪宅等級啦...,0,0,0
"變不是問題，變好變壞才是問題！
記得歐巴馬的競選訴求嗎？「Change」～
不知變好則談何民主？",0,0,0
侯友宜找來著痟空當副手，會跟著著痟空一起起痟 。😮😢😅,0,0,-1
趙老頭、民眾黨之宮女們早點睡較不易失眠，別老是做那些無法實現之美夢。,-,0,-
"我很佩服王義川,竟然有勇氣跟皺阿婆唱歌而且沒吐,厲害!厲害!",0,-,0
"柯韓配 
小賴怎麼辦😅",0,0,0
高級公關,0,0,0
巴勒斯坦人的處境非常糟，但世界上同情 巴勒斯坦人也不斷地在增加。相信 阿拉伯的產油國在 以色列發動地面戰後，會對 米弟及所有支持 猶太種族主義的國家發動石油戰爭。,0,0,0
作爲大陸人喜歡你的風格，實話實說確實很不容易，支持你,0,0,0
連署很簡單，而且個資都有最高規格防護，身分證上都有註明連署郭臺銘的專用章。所以不需要擔心個資外洩。還有騎縫章😊,0,0,0
龍介兄，您說的都有道理，但您沒提到，朱𡘓趙金，藍皮綠骨，上😂位後，可能比綠，更可怕啊.  請例提，他們為國民黨，或中華民國的供現.  十年，二十年的過去，有嗎？,0,0,-1
"支持柯，每天，受國民黨的悽復。:,為國為民，值得",1,0,-1
歹人溜之大吉。林伯好人諸事大吉👏👏👏👍👍👍🙏🙏🙏♥️♥️👌🌹🌹🌹打到歹徒痛點 贊👍👍👍,0,0,0
聽說青埔憨川曾經在臺大跟國蔥老師辯論 結果憨川把國蔥老師辯到哭出來XD,0,0,0
阿拉花瓜😂,0,0,0
沈富雄用的就是綠共那一套，黑龍轉桌，把兩件無相關的事，硬要扯在一起，被人糾正了也不道歉，還要硬ㄠ,0,-1,0
這種批評民進黨的鳥事，就毋須請沈富雄上來了，他也只是來幫忙擦脂抹粉...而且又來了，又在搞省籍情結，外省本省，你真是夠了，還活在哪個年代?,0,-1,0
同意，那你支持徐巧芯當黨主席嗎?,0,0,0
這個遊智彬真的是戰將來的，很像30年前的民進黨，敢衝不怕死，國民黨何時才能有這類的(男)戰將???,0,-,-
有個柯粉，說自己投過蔡英文，也投過盧秀燕，這邏輯是什麼? 一個管一整個國家，一個只是市長，等級不同可以相比嗎? 邏輯真有問題...如果改成你投過蔡英文，也投過馬英九，這邏輯就好很多...但這跟你的選擇正確有什麼正關聯? 如果要我聯想是正關聯，那這次你挺柯文哲不就說明你又選錯人，因為你覺得投蔡英文跟馬英九都投錯了，以理則學來看，你就是一個經常選錯人的人，這次你選擇了柯文哲，不就告知大眾不能投給柯文哲，原來你是反串的....玩笑說完，還是一句，大家想投給誰就投給誰，不用事後牽拖，責任自負，千萬別學館胖，事後轉當汙點證人，好像當初看錯人沒事，畢竟館胖是有影響力的網紅,-1,0,-
這些人各自懷揣一己之私，公開自欺欺人！2024年感恩節，臺灣民主史上的悲哀之夜。😮😮臺灣人民必須擦亮眼睛，讓他們滾回自己該呆的位置。,0,0,0
誰給你這種奇葩的觀念？,0,0,0
這怎可笑？老共這招還是學狗民黨的,0,0,0
中國持有的美國國債總額一直在1萬億美元之上，到2023年跌至87xx億。這個數量看似巨大，但只佔目前32萬億美債總額的2.x%(約百分之二),0,0,0
Dragon gor 👍👍👍,0,0,0
藍綠合，下架白,-1,-1,-1
連一顆蛋都可以搞八年，你跟我說能力😂😂😂,0,-,0
挫子裏頭挑將軍。還是大陸的體制好一點。領導必須經過層層歷練，而且即民主又集中。,0,0,0
因為吳三桂把門開了！,0,0,0
"每次看這節目 都覺得很精采
看看這些選民素質就知道臺灣有多少爛的了
無腦支持 多爛都不管 講不出內容",0,0,0
告的好 支持,0,0,0
噁心的TMD,0,0,0
臺灣金流很透明，但只有要查與不要查的分別，如高鐵上迷失的300萬...,0,0,0
侯還是回新北市好好做事情吧！,0,0,-1
柯已經沒有當選的可能性了，不如拋棄他選賴簫吧！,-1,0,0
介大使抄了你的文槀，是吧？,0,0,0
新北市民的誠信？,0,0,0
"深有同感，一樣戴副眼鏡，走路有點駝背樣,整個型態很像😃",0,0,0
"柯黨的白色力量就是➡️建商球員兼裁判。
1。大直倒塌事件➡️建商球員兼裁判。
2。新竹都更環評➡️建商球員兼裁判。

臺北經驗，新竹實現。",-,0,0
原來學校自己也可以決定教文言文，或是加考文言文，不懂這樣到底在吵什麼❓,0,0,0
加上紅光好可怕ww,0,0,0
MA的資料不一定直接給南韓國安單位，當然也可能中共國臺辦經過中共大使交給南韓政府的。,0,0,0
這副總統我喜歡,0,0,0
讓王義川教授進立法院開課,0,1,0
“中國人”這句話不是中共的專利！！,0,0,0
沒錯，讓柯P當總統對臺灣人負責,1,0,0
就一起當阿，一堆公主天天平權掛嘴邊又不想服兵役🤷‍♂️,-,0,0
怕到笑容感覺好像臉打了肉毒,0,0,0
根據後援會最新消息 12/16在臺南 有柯盈配首場大型造勢 臺南鄉親站出來!!!!!!!!!!!!!!,1,0,0
三個人水平都不行。經常跑題發揮。臺灣堪憂！,0,0,0
賴皮最正常😊,0,-1,0
檢查官也是人，也有家人,0,0,0
都是期貨，拜老頭到處送芯片,0,0,0
典型標準低下的選民 才讓執政黨為所欲為,0,-,0
侯友宜辭掉新北市長了嗎?,0,0,-1
你們之前那幾個沒有被共產黨受到如此的重視。賴清德可是被重點關注的對象被打上標籤。他當選那戰爭的幾率肯定會是最大的。這還要有什麼藉口呢？,0,-,0
這就是柯粉的居住正義嗎,-1,0,0
違法就是違法 還沒繳租金收入,0,0,0
我查拉 臺南當地人說的  你是臺南人?,0,0,0
"面對這些厚顏無恥之人一再的忽視、避而不見與三緘其口，真真切切感受到執政黨的無良與傲慢，公職人員真的可以藐視法紀到這種地步嗎？
讓人感到不可思議，真的是…太離譜了！",0,-1,0
哈哈,0,0,0
請打繁體中文,0,0,0
謝謝阿管分享,0,0,0
你講的沒錯 但是大家都知道哥布林最丟臉,0,-1,0
居然有人會支持一個開口就說謊的違建大戶當總統，這才是真的奇怪，最重要的是自己的違建還不願意拆，臺灣有史以來第一人,0,-1,0
有個人說自己單刀赴會，事後自己找了馬朱一起前往，還用媒體狂洗說自己被設局，誰出爾反爾？誰又是不要臉？,0,0,-1
超過一百分,0,0,0
親俄當選烏克蘭總統，當選後親俄還是要被共產黨打 表演給你看了 藍白還是在裝傻,0,0,0
感恩慈悲 齊心為人民打拼 謝謝你們！,0,0,0
但有管訴教導之責任，就能減少小問題變成大問題，想想小孩犯了錯，父母就要找時間來接受教導觀念，有人是寵愛，但是來了總有些掛不住面子，有些人是不管不問，常常來上課，工作再忙也要抽空啊！多少有引以為鑑的作用,0,0,0
蕭女士真的是最有風度的候選人,0,0,0
更不會相信美麗島的民調,0,0,0
好的 我投柯,1,0,0
戴眼鏡的男生還清醒，給讚,0,0,0
"民進黨的總統+國民黨多數的立委可能是最佳組合！ 國民黨賣不了臺, 民進黨修不了憲😂",0,-1,-1
柯郭配是幫賴清德助選吧,0,-,0
希望如此,0,0,0
打開手機手電筒🔦,0,0,0
"了不起有14位縣市長, 那有怎麼樣? 那還不是人民投出來的. 趙少康還說不能聽民意...難道要聽你趙少康的嗎? 搞不懂這些資深國民黨. 永遠自大.. 口中說為人民..但卻做另一套...",0,0,-1
一羣無聊！,0,0,0
國*黨最愛玩文字遊戲😢😢😢，扶不起來！這幾十年了，還是沒變，以為人民不會加減乘除嗎？,0,0,0
+1,0,0,0
"侯造勢要靠別人, 國民黨的造勢居然不是靠侯, 看那個笑容把孤單寂寞冷做了完美表達",0,0,-1
"讓一個整天歲月靜好的侯當副, 後面還一掛國民黨的貪婪老人扯後腿, 之後4年肯定有事",0,0,-1
"朱主席的方法很適合跟民進黨提出, 國民黨選到要人讓3%讓5%, 非常有國民黨的公平風格",0,-,-1
"廖先翔倒底好不好？
管他！就投下去
趕走吸血雲豹更重要",0,0,0
賴皮寮帶賽礦工,0,-1,0
我要投給柯文哲，為什麼要填什麼狗屁認同卡？，國民黨到底在想什麼？是還在石器時代嗎？,-,0,-1
"建議柯文哲快去看一下""精神科"".",-1,0,0
8+9：民進黨不敢告就表示你有做,0,-,0
一定要嚴查那些靠境外抖內的亂臺網紅～,0,0,0
"真想知道裡面是什麼
會讓157直接簽署不平等條約😂",-1,0,0
這個方式不錯 真的有加分 蔣市長真的滿好笑的 梗可以阿,0,0,0
